customer_id,customer_id_original,risk_score,fraud_flag
267,CUST100292,0.0,0
15338,CUST116739,0.0,0
10208,CUST111182,0.0,0
12395,CUST113540,0.0,0
11507,CUST112583,0.0,0
18271,CUST119951,1.0,0
6098,CUST106669,0.0,0
2417,CUST102648,0.0,0
15814,CUST117262,0.0,0
14526,CUST115867,0.0,0
3969,CUST104336,0.0,0
10275,CUST111255,0.0,0
16838,CUST118367,0.0,0
2346,CUST102569,0.0,0
17978,CUST119628,0.0,0
11498,CUST112573,0.0,0
12598,CUST113761,0.0,0
2062,CUST102257,1.0,0
13565,CUST114808,0.0,0
9408,CUST110303,0.0,0
11319,CUST112384,0.0,0
11829,CUST112932,0.0,0
9016,CUST109874,0.0,0
16080,CUST117552,0.0,0
15626,CUST117059,0.0,0
14877,CUST116237,0.0,0
17550,CUST119158,0.0,0
9823,CUST110751,0.0,0
12557,CUST113717,0.0,0
11273,CUST112333,0.0,0
7656,CUST108398,0.0,0
1981,CUST102170,0.0,0
5400,CUST105909,0.0,0
9749,CUST110670,0.0,0
1813,CUST101990,0.0,0
10397,CUST111387,0.0,0
16939,CUST118483,0.0,0
6504,CUST107116,0.0,0
11864,CUST112970,0.0,0
7633,CUST108372,0.0,0
4717,CUST105155,1.0,0
4251,CUST104643,0.0,0
5963,CUST106518,0.0,0
8539,CUST109349,0.0,0
8509,CUST109312,0.0,0
12265,CUST113403,0.0,0
13224,CUST114435,0.0,0
2836,CUST103103,0.0,0
13863,CUST115145,0.0,0
10776,CUST111798,0.0,0
6103,CUST106674,0.0,0
13481,CUST114714,0.0,0
7455,CUST108174,0.0,0
13840,CUST115122,0.0,0
17992,CUST119643,0.0,0
9085,CUST109948,0.0,0
3543,CUST103868,0.0,0
276,CUST100302,0.0,0
17881,CUST119522,1.0,0
14806,CUST116162,0.0,0
180,CUST100200,0.0,0
12865,CUST114052,0.0,0
1075,CUST101167,0.0,0
1739,CUST101903,0.0,0
11870,CUST112976,0.0,0
7183,CUST107879,0.0,0
5417,CUST105926,0.0,0
6343,CUST106934,0.0,0
2537,CUST102777,0.0,0
11075,CUST112124,0.0,0
14186,CUST115495,0.0,0
6423,CUST107026,0.0,0
1814,CUST101991,0.0,0
13988,CUST115278,0.0,0
2147,CUST102351,0.0,0
12114,CUST113239,0.0,0
6726,CUST107357,0.0,0
5999,CUST106561,0.0,0
11810,CUST112911,0.0,0
12821,CUST114001,0.0,0
13921,CUST115208,0.0,0
3650,CUST103981,0.0,0
3924,CUST104287,0.0,0
6994,CUST107659,0.0,0
11188,CUST112242,0.0,0
764,CUST100842,0.0,0
7859,CUST108614,0.0,0
15204,CUST116599,0.0,0
14977,CUST116351,0.0,0
11813,CUST112914,0.0,0
14102,CUST115404,0.0,0
10621,CUST111632,0.0,0
12789,CUST113965,100.0,1
3443,CUST103756,0.0,0
3162,CUST103453,0.0,0
2165,CUST102369,0.0,0
8985,CUST109840,0.0,0
11771,CUST112868,0.0,0
5526,CUST106042,0.0,0
8721,CUST109543,0.0,0
923,CUST101011,0.0,0
16162,CUST117637,0.0,0
7573,CUST108303,0.0,0
16342,CUST117827,0.0,0
5042,CUST105516,0.0,0
2523,CUST102761,0.0,0
12627,CUST113791,0.0,0
16258,CUST117736,0.0,0
5750,CUST106293,0.0,0
13874,CUST115156,0.0,0
326,CUST100354,0.0,0
4829,CUST105279,0.0,0
2896,CUST103168,0.0,0
7630,CUST108368,0.0,0
7356,CUST108066,0.0,0
4998,CUST105469,0.0,0
2802,CUST103064,0.0,0
14762,CUST116114,0.0,0
1688,CUST101847,99.0,1
471,CUST100516,0.0,0
4794,CUST105242,0.0,0
6043,CUST106607,0.0,0
12944,CUST114134,0.0,0
8043,CUST108812,0.0,0
13118,CUST114319,0.0,0
16920,CUST118461,0.0,0
10897,CUST111928,0.0,0
14532,CUST115874,0.0,0
16832,CUST118361,0.0,0
4943,CUST105408,0.0,0
16168,CUST117643,0.0,0
9471,CUST110368,0.0,0
8181,CUST108963,0.0,0
11490,CUST112565,0.0,0
12830,CUST114010,0.0,0
6576,CUST107189,0.0,0
18164,CUST119833,0.0,0
7235,CUST107934,0.0,0
15232,CUST116629,0.0,0
4251,CUST104643,0.0,0
4903,CUST105361,0.0,0
4185,CUST104575,0.0,0
401,CUST100434,0.0,0
3506,CUST103828,0.0,0
12269,CUST113407,0.0,0
4280,CUST104673,0.0,0
407,CUST100440,0.0,0
5588,CUST106113,0.0,0
4284,CUST104677,0.0,0
11392,CUST112461,0.0,0
17618,CUST119236,0.0,0
4033,CUST104409,0.0,0
3012,CUST103293,0.0,0
3346,CUST103652,0.0,0
9611,CUST110520,0.0,0
2063,CUST102259,0.0,0
4043,CUST104420,0.0,0
9968,CUST110907,0.0,0
9105,CUST109971,0.0,0
3623,CUST103953,0.0,0
7199,CUST107895,0.0,0
16610,CUST118121,0.0,0
7482,CUST108203,0.0,0
15878,CUST117330,0.0,0
13689,CUST114953,0.0,0
6453,CUST107059,0.0,0
10429,CUST111422,0.0,0
16702,CUST118218,0.0,0
17432,CUST119028,0.0,0
1585,CUST101737,0.0,0
3434,CUST103746,0.0,0
7390,CUST108100,0.0,0
15263,CUST116661,0.0,0
11036,CUST112081,0.0,0
13620,CUST114873,0.0,0
12096,CUST113217,0.0,0
10836,CUST111865,0.0,0
5070,CUST105545,0.0,0
18013,CUST119665,0.0,0
10808,CUST111836,0.0,0
1343,CUST101467,0.0,0
2614,CUST102860,0.0,0
3124,CUST103410,0.0,0
5994,CUST106556,0.0,0
2000,CUST102189,0.0,0
1631,CUST101785,0.0,0
12688,CUST113858,0.0,0
14407,CUST115741,0.0,0
35,CUST100039,0.0,0
558,CUST100616,0.0,0
6996,CUST107661,0.0,0
11802,CUST112903,0.0,0
5388,CUST105896,0.0,0
12178,CUST113308,0.0,0
2039,CUST102232,0.0,0
3660,CUST103995,0.0,0
5739,CUST106277,0.0,0
17669,CUST119295,0.0,0
1936,CUST102121,0.0,0
15555,CUST116978,0.0,0
7660,CUST108402,0.0,0
6833,CUST107480,0.0,0
8135,CUST108913,0.0,0
5236,CUST105729,0.0,0
14420,CUST115754,0.0,0
15617,CUST117048,0.0,0
10108,CUST111064,0.0,0
6843,CUST107492,0.0,0
15564,CUST116988,0.0,0
17124,CUST118684,0.0,0
2803,CUST103065,1.0,0
13774,CUST115046,0.0,0
1303,CUST101425,0.0,0
3749,CUST104096,0.0,0
16901,CUST118442,0.0,0
4957,CUST105423,0.0,0
11767,CUST112864,0.0,0
12086,CUST113207,0.0,0
2201,CUST102409,0.0,0
841,CUST100921,0.0,0
5913,CUST106466,0.0,0
9391,CUST110283,0.0,0
13857,CUST115139,0.0,0
12185,CUST113315,0.0,0
1625,CUST101779,0.0,0
14205,CUST115515,0.0,0
11219,CUST112276,0.0,0
11555,CUST112634,0.0,0
6861,CUST107512,0.0,0
2455,CUST102690,0.0,0
14283,CUST115605,0.0,0
6785,CUST107427,0.0,0
7016,CUST107685,0.0,0
3230,CUST103525,0.0,0
6363,CUST106955,0.0,0
8520,CUST109325,0.0,0
12057,CUST113173,0.0,0
15091,CUST116477,0.0,0
10069,CUST111017,0.0,0
3970,CUST104337,0.0,0
4533,CUST104948,0.0,0
17164,CUST118730,0.0,0
15793,CUST117241,0.0,0
12864,CUST114051,0.0,0
14737,CUST116087,0.0,0
1454,CUST101591,1.0,0
7467,CUST108187,0.0,0
14242,CUST115559,100.0,1
13930,CUST115217,0.0,0
8144,CUST108925,0.0,0
901,CUST100986,0.0,0
4814,CUST105263,0.0,0
17901,CUST119545,0.0,0
3673,CUST104010,0.0,0
13917,CUST115203,0.0,0
13404,CUST114630,0.0,0
13538,CUST114777,0.0,0
9584,CUST110493,0.0,0
4313,CUST104706,0.0,0
4649,CUST105079,0.0,0
13460,CUST114691,0.0,0
6942,CUST107603,0.0,0
11007,CUST112049,0.0,0
7934,CUST108695,0.0,0
14291,CUST115615,0.0,0
5453,CUST105967,0.0,0
8333,CUST109127,0.0,0
10709,CUST111726,0.0,0
12364,CUST113508,0.0,0
5864,CUST106414,0.0,0
6213,CUST106796,0.0,0
9212,CUST110085,0.0,0
373,CUST100405,0.0,0
13416,CUST114642,0.0,0
12581,CUST113743,0.0,0
2908,CUST103181,0.0,0
10521,CUST111523,0.0,0
6825,CUST107472,0.0,0
8944,CUST109792,0.0,0
4464,CUST104872,0.0,0
17989,CUST119640,0.0,0
17963,CUST119608,0.0,0
31,CUST100035,0.0,0
9085,CUST109948,0.0,0
3261,CUST103559,0.0,0
16911,CUST118452,0.0,0
11353,CUST112420,0.0,0
4209,CUST104601,0.0,0
10854,CUST111883,0.0,0
11782,CUST112879,0.0,0
7671,CUST108415,0.0,0
8882,CUST109722,0.0,0
2775,CUST103036,0.0,0
13581,CUST114827,0.0,0
10477,CUST111478,0.0,0
16782,CUST118305,0.0,0
742,CUST100819,0.0,0
17339,CUST118927,0.0,0
9766,CUST110688,0.0,0
503,CUST100554,0.0,0
8421,CUST109220,0.0,0
2704,CUST102955,0.0,0
2159,CUST102363,0.0,0
15334,CUST116735,0.0,0
17075,CUST118632,0.0,0
2904,CUST103177,0.0,0
10735,CUST111753,0.0,0
11331,CUST112397,0.0,0
6444,CUST107048,0.0,0
15276,CUST116675,0.0,0
10427,CUST111419,0.0,0
3115,CUST103401,0.0,0
5339,CUST105841,0.0,0
5811,CUST106358,0.0,0
4580,CUST105001,0.0,0
11084,CUST112133,0.0,0
7459,CUST108179,0.0,0
11785,CUST112882,0.0,0
11960,CUST113070,0.0,0
14542,CUST115884,0.0,0
10146,CUST111112,0.0,0
8040,CUST108809,0.0,0
17332,CUST118919,0.0,0
297,CUST100324,1.0,0
14759,CUST116111,0.0,0
748,CUST100825,0.0,0
3846,CUST104199,0.0,0
96,CUST100106,0.0,0
10372,CUST111360,0.0,0
16216,CUST117691,0.0,0
2828,CUST103093,0.0,0
7118,CUST107803,0.0,0
5272,CUST105768,0.0,0
6371,CUST106964,0.0,0
1861,CUST102040,0.0,0
2207,CUST102415,0.0,0
9926,CUST110863,0.0,0
4132,CUST104515,0.0,0
5111,CUST105590,0.0,0
15421,CUST116831,0.0,0
12309,CUST113450,0.0,0
11545,CUST112624,0.0,0
11222,CUST112279,0.0,0
51,CUST100055,0.0,0
4786,CUST105233,0.0,0
5613,CUST106138,0.0,0
11700,CUST112791,0.0,0
1482,CUST101622,0.0,0
8131,CUST108908,0.0,0
12475,CUST113629,0.0,0
5461,CUST105975,0.0,0
5832,CUST106381,0.0,0
1648,CUST101803,0.0,0
147,CUST100162,0.0,0
13109,CUST114307,0.0,0
12498,CUST113653,0.0,0
12182,CUST113312,0.0,0
11672,CUST112762,0.0,0
5356,CUST105862,0.0,0
3147,CUST103437,0.0,0
8792,CUST109619,0.0,0
2415,CUST102645,0.0,0
6068,CUST106633,0.0,0
6720,CUST107350,0.0,0
15788,CUST117236,0.0,0
10669,CUST111682,0.0,0
8492,CUST109295,0.0,0
4643,CUST105072,0.0,0
14625,CUST115973,0.0,0
923,CUST101011,0.0,0
6004,CUST106566,0.0,0
9557,CUST110464,0.0,0
17637,CUST119259,0.0,0
16125,CUST117599,0.0,0
14174,CUST115480,0.0,0
6365,CUST106958,0.0,0
4242,CUST104634,0.0,0
16640,CUST118153,0.0,0
16042,CUST117511,0.0,0
2013,CUST102204,0.0,0
3399,CUST103710,0.0,0
13212,CUST114421,0.0,0
10847,CUST111876,0.0,0
15364,CUST116769,0.0,0
13283,CUST114497,0.0,0
6840,CUST107489,0.0,0
12405,CUST113550,0.0,0
17513,CUST119118,0.0,0
9077,CUST109940,100.0,1
15361,CUST116764,0.0,0
17224,CUST118796,0.0,0
8563,CUST109374,0.0,0
17060,CUST118617,0.0,0
4426,CUST104831,0.0,0
10535,CUST111540,0.0,0
5929,CUST106483,0.0,0
10063,CUST111009,0.0,0
9695,CUST110610,0.0,0
16356,CUST117844,0.0,0
37,CUST100041,0.0,0
2740,CUST102995,0.0,0
18188,CUST119861,0.0,0
11689,CUST112779,0.0,0
7058,CUST107731,0.0,0
663,CUST100732,0.0,0
2900,CUST103172,0.0,0
3099,CUST103384,0.0,0
6556,CUST107169,0.0,0
6546,CUST107159,0.0,0
3131,CUST103417,0.0,0
619,CUST100683,0.0,0
4852,CUST105304,0.0,0
10238,CUST111216,0.0,0
14085,CUST115385,0.0,0
18221,CUST119895,0.0,0
8609,CUST109421,0.0,0
14489,CUST115827,0.0,0
16326,CUST117810,0.0,0
8248,CUST109035,0.0,0
4037,CUST104413,0.0,0
12020,CUST113133,0.0,0
7854,CUST108609,100.0,1
9277,CUST110156,0.0,0
16606,CUST118116,0.0,0
10583,CUST111591,0.0,0
6959,CUST107623,0.0,0
1014,CUST101105,0.0,0
6227,CUST106811,0.0,0
14058,CUST115355,0.0,0
6519,CUST107131,0.0,0
11770,CUST112867,0.0,0
12069,CUST113188,0.0,0
15339,CUST116740,0.0,0
4500,CUST104912,0.0,0
17530,CUST119138,0.0,0
9079,CUST109942,0.0,0
3663,CUST103998,0.0,0
5764,CUST106307,0.0,0
8534,CUST109342,0.0,0
7302,CUST108006,0.0,0
1242,CUST101350,0.0,0
5544,CUST106061,0.0,0
1515,CUST101656,0.0,0
3462,CUST103778,0.0,0
15701,CUST117139,0.0,0
4750,CUST105192,0.0,0
823,CUST100903,0.0,0
7846,CUST108600,0.0,0
452,CUST100494,0.0,0
10373,CUST111361,0.0,0
8798,CUST109627,0.0,0
5486,CUST106000,0.0,0
14021,CUST115314,0.0,0
374,CUST100406,0.0,0
7275,CUST107976,0.0,0
69,CUST100074,99.0,1
1599,CUST101752,0.0,0
11004,CUST112046,0.0,0
10497,CUST111498,0.0,0
7666,CUST108410,0.0,0
1019,CUST101110,0.0,0
3974,CUST104341,0.0,0
6946,CUST107607,0.0,0
11912,CUST113021,0.0,0
2088,CUST102286,0.0,0
16488,CUST117990,0.0,0
7395,CUST108105,0.0,0
3749,CUST104096,0.0,0
16795,CUST118319,0.0,0
8363,CUST109158,0.0,0
14372,CUST115703,0.0,0
4507,CUST104919,0.0,0
8473,CUST109275,0.0,0
14649,CUST115997,0.0,0
7538,CUST108265,0.0,0
16633,CUST118144,0.0,0
7735,CUST108481,0.0,0
4014,CUST104388,0.0,0
12355,CUST113497,0.0,0
4049,CUST104426,0.0,0
17748,CUST119379,0.0,0
6378,CUST106973,0.0,0
550,CUST100608,0.0,0
6797,CUST107439,0.0,0
3641,CUST103972,0.0,0
9121,CUST109987,0.0,0
8337,CUST109131,0.0,0
8238,CUST109025,0.0,0
1787,CUST101958,0.0,0
8337,CUST109131,0.0,0
12795,CUST113971,0.0,0
18186,CUST119859,0.0,0
15594,CUST117022,0.0,0
8629,CUST109443,0.0,0
15592,CUST117020,0.0,0
6355,CUST106946,0.0,0
11243,CUST112301,0.0,0
11465,CUST112537,0.0,0
14142,CUST115447,0.0,0
10881,CUST111912,0.0,0
17920,CUST119564,0.0,0
8097,CUST108871,0.0,0
12574,CUST113735,0.0,0
8086,CUST108858,0.0,0
1369,CUST101499,0.0,0
7199,CUST107895,1.0,0
4163,CUST104550,0.0,0
10563,CUST111568,0.0,0
5393,CUST105902,0.0,0
12809,CUST113988,0.0,0
980,CUST101071,0.0,0
4240,CUST104632,0.0,0
13140,CUST114342,0.0,0
2692,CUST102941,99.0,1
16209,CUST117684,0.0,0
1016,CUST101107,0.0,0
17483,CUST119085,1.0,0
12655,CUST113822,0.0,0
5355,CUST105861,0.0,0
7457,CUST108177,0.0,0
15200,CUST116595,0.0,0
1157,CUST101258,0.0,0
18215,CUST119889,0.0,0
6207,CUST106790,0.0,0
3841,CUST104194,0.0,0
4038,CUST104414,0.0,0
13838,CUST115120,0.0,0
15609,CUST117039,0.0,0
8594,CUST109406,0.0,0
6195,CUST106778,0.0,0
4387,CUST104786,0.0,0
17882,CUST119523,0.0,0
17593,CUST119207,0.0,0
5729,CUST106267,0.0,0
18062,CUST119721,0.0,0
10804,CUST111832,0.0,0
1120,CUST101216,0.0,0
15021,CUST116400,0.0,0
16619,CUST118130,0.0,0
16407,CUST117903,0.0,0
8383,CUST109181,0.0,0
712,CUST100785,0.0,0
5041,CUST105515,0.0,0
16697,CUST118211,0.0,0
10183,CUST111152,0.0,0
18188,CUST119861,0.0,0
13262,CUST114475,0.0,0
615,CUST100679,0.0,0
10420,CUST111412,0.0,0
12951,CUST114141,0.0,0
2881,CUST103150,0.0,0
1054,CUST101146,0.0,0
6461,CUST107067,0.0,0
2277,CUST102489,0.0,0
9836,CUST110765,0.0,0
15146,CUST116535,0.0,0
583,CUST100643,0.0,0
13324,CUST114544,0.0,0
13321,CUST114540,0.0,0
492,CUST100540,0.0,0
8468,CUST109268,0.0,0
10643,CUST111655,0.0,0
13497,CUST114733,0.0,0
7366,CUST108076,0.0,0
15505,CUST116922,0.0,0
8368,CUST109164,0.0,0
8740,CUST109564,0.0,0
1745,CUST101911,0.0,0
4721,CUST105159,0.0,0
13173,CUST114378,0.0,0
14774,CUST116128,0.0,0
17616,CUST119234,0.0,0
14883,CUST116244,0.0,0
238,CUST100262,0.0,0
15601,CUST117029,0.0,0
15448,CUST116861,0.0,0
12259,CUST113397,0.0,0
2224,CUST102432,0.0,0
4870,CUST105325,0.0,0
3879,CUST104236,0.0,0
11470,CUST112544,0.0,0
14010,CUST115303,0.0,0
12575,CUST113736,0.0,0
10122,CUST111082,0.0,0
7246,CUST107945,0.0,0
11046,CUST112091,0.0,0
199,CUST100221,100.0,1
11635,CUST112719,0.0,0
17702,CUST119330,0.0,0
8637,CUST109454,0.0,0
6885,CUST107539,0.0,0
5184,CUST105669,0.0,0
6446,CUST107050,0.0,0
16864,CUST118397,0.0,0
2936,CUST103211,0.0,0
10394,CUST111384,0.0,0
2432,CUST102664,0.0,0
8977,CUST109831,0.0,0
17054,CUST118610,0.0,0
11994,CUST113106,0.0,0
8695,CUST109517,0.0,0
8615,CUST109429,0.0,0
1176,CUST101279,0.0,0
4674,CUST105107,0.0,0
11360,CUST112428,0.0,0
9491,CUST110388,0.0,0
7883,CUST108640,0.0,0
9539,CUST110445,100.0,1
12095,CUST113216,0.0,0
3419,CUST103730,0.0,0
2115,CUST102316,0.0,0
4073,CUST104451,0.0,0
1654,CUST101810,0.0,0
1684,CUST101842,0.0,0
6592,CUST107207,0.0,0
7879,CUST108636,0.0,0
10955,CUST111993,0.0,0
11508,CUST112584,0.0,0
10790,CUST111815,0.0,0
17221,CUST118792,0.0,0
12404,CUST113549,0.0,0
9663,CUST110574,0.0,0
6,CUST100007,0.0,0
13567,CUST114810,0.0,0
13858,CUST115140,0.0,0
17328,CUST118915,0.0,0
4478,CUST104887,0.0,0
3247,CUST103544,0.0,0
2862,CUST103131,0.0,0
16607,CUST118117,0.0,0
6242,CUST106827,0.0,0
13371,CUST114596,0.0,0
4257,CUST104649,0.0,0
13207,CUST114414,0.0,0
11553,CUST112632,0.0,0
9924,CUST110861,0.0,0
12809,CUST113988,0.0,0
2115,CUST102316,0.0,0
3764,CUST104113,0.0,0
14396,CUST115730,0.0,0
12172,CUST113301,0.0,0
16326,CUST117810,0.0,0
380,CUST100413,0.0,0
12934,CUST114124,0.0,0
14348,CUST115678,0.0,0
1073,CUST101165,99.0,1
8256,CUST109043,0.0,0
15930,CUST117387,0.0,0
5897,CUST106449,0.0,0
8828,CUST109660,0.0,0
13337,CUST114557,0.0,0
14950,CUST116318,0.0,0
5654,CUST106185,0.0,0
7629,CUST108367,0.0,0
15416,CUST116826,0.0,0
12381,CUST113525,0.0,0
10880,CUST111911,100.0,1
2666,CUST102914,0.0,0
15178,CUST116572,0.0,0
4727,CUST105166,0.0,0
16968,CUST118515,0.0,0
5808,CUST106355,0.0,0
2903,CUST103176,0.0,0
1184,CUST101287,0.0,0
3096,CUST103381,0.0,0
7424,CUST108138,0.0,0
1331,CUST101455,100.0,1
12432,CUST113581,0.0,0
11841,CUST112944,0.0,0
6878,CUST107531,0.0,0
9462,CUST110359,0.0,0
9277,CUST110156,0.0,0
8543,CUST109354,0.0,0
8117,CUST108892,0.0,0
4153,CUST104539,0.0,0
16207,CUST117682,0.0,0
4954,CUST105419,0.0,0
9325,CUST110210,0.0,0
6629,CUST107248,0.0,0
14122,CUST115427,0.0,0
8138,CUST108916,0.0,0
6989,CUST107654,1.0,0
16682,CUST118195,0.0,0
12051,CUST113166,0.0,0
571,CUST100630,0.0,0
11282,CUST112342,0.0,0
1326,CUST101450,0.0,0
745,CUST100822,0.0,0
13917,CUST115203,0.0,0
6807,CUST107450,0.0,0
2544,CUST102785,0.0,0
8497,CUST109300,0.0,0
15626,CUST117059,0.0,0
11656,CUST112741,0.0,0
11325,CUST112391,0.0,0
3616,CUST103946,0.0,0
13453,CUST114684,0.0,0
15901,CUST117354,0.0,0
10085,CUST111033,0.0,0
11327,CUST112393,0.0,0
2425,CUST102656,99.0,1
522,CUST100577,0.0,0
9692,CUST110607,0.0,0
4796,CUST105244,0.0,0
5747,CUST106289,0.0,0
8498,CUST109301,0.0,0
17572,CUST119182,0.0,0
13209,CUST114417,0.0,0
13625,CUST114879,0.0,0
9722,CUST110640,0.0,0
18105,CUST119770,0.0,0
12722,CUST113896,0.0,0
4258,CUST104650,0.0,0
9550,CUST110457,0.0,0
14740,CUST116091,0.0,0
17315,CUST118898,0.0,0
12079,CUST113199,0.0,0
10231,CUST111209,0.0,0
6994,CUST107659,0.0,0
15557,CUST116981,0.0,0
18022,CUST119675,0.0,0
17846,CUST119485,0.0,0
16324,CUST117808,0.0,0
8253,CUST109040,0.0,0
721,CUST100795,0.0,0
1563,CUST101709,0.0,0
12051,CUST113166,0.0,0
16098,CUST117571,0.0,0
6107,CUST106678,0.0,0
5037,CUST105511,0.0,0
12371,CUST113515,0.0,0
14073,CUST115373,0.0,0
12949,CUST114139,0.0,0
16073,CUST117544,100.0,1
8632,CUST109446,100.0,1
2571,CUST102815,0.0,0
4632,CUST105061,0.0,0
8736,CUST109559,97.0,1
9815,CUST110742,0.0,0
17985,CUST119635,0.0,0
4063,CUST104440,0.0,0
13310,CUST114527,0.0,0
17880,CUST119521,0.0,0
9265,CUST110144,0.0,0
9786,CUST110710,0.0,0
16837,CUST118366,0.0,0
3557,CUST103882,0.0,0
4715,CUST105153,0.0,0
149,CUST100164,0.0,0
7613,CUST108350,0.0,0
7421,CUST108135,0.0,0
17431,CUST119027,0.0,0
8304,CUST109098,0.0,0
16872,CUST118408,0.0,0
2027,CUST102219,0.0,0
12983,CUST114174,0.0,0
12700,CUST113871,0.0,0
3207,CUST103501,0.0,0
9688,CUST110602,0.0,0
12300,CUST113441,0.0,0
14766,CUST116119,0.0,0
17696,CUST119324,0.0,0
15560,CUST116984,0.0,0
520,CUST100573,0.0,0
16373,CUST117862,0.0,0
16230,CUST117706,0.0,0
7371,CUST108081,0.0,0
15584,CUST117011,0.0,0
17086,CUST118643,0.0,0
11635,CUST112719,0.0,0
10001,CUST110944,0.0,0
3133,CUST103420,0.0,0
8351,CUST109146,0.0,0
5027,CUST105499,0.0,0
7542,CUST108269,0.0,0
678,CUST100749,0.0,0
1936,CUST102121,0.0,0
8623,CUST109437,0.0,0
12622,CUST113785,0.0,0
4124,CUST104506,0.0,0
5845,CUST106394,99.0,1
14458,CUST115794,0.0,0
16865,CUST118398,0.0,0
14214,CUST115528,0.0,0
6755,CUST107392,0.0,0
10556,CUST111561,0.0,0
12298,CUST113439,0.0,0
18171,CUST119843,0.0,0
7831,CUST108585,0.0,0
11378,CUST112446,0.0,0
8482,CUST109284,0.0,0
1931,CUST102116,0.0,0
16103,CUST117576,0.0,0
10855,CUST111884,0.0,0
10862,CUST111891,0.0,0
6769,CUST107408,0.0,0
12656,CUST113823,0.0,0
15349,CUST116751,0.0,0
8739,CUST109562,0.0,0
14385,CUST115719,0.0,0
1591,CUST101744,0.0,0
4458,CUST104865,0.0,0
4460,CUST104867,0.0,0
4655,CUST105086,0.0,0
14648,CUST115996,0.0,0
14879,CUST116239,0.0,0
5430,CUST105941,0.0,0
7375,CUST108085,0.0,0
9303,CUST110185,100.0,1
17513,CUST119118,0.0,0
5980,CUST106535,0.0,0
2660,CUST102908,0.0,0
1919,CUST102104,0.0,0
2380,CUST102605,0.0,0
10071,CUST111019,0.0,0
7918,CUST108678,0.0,0
12393,CUST113538,0.0,0
7601,CUST108337,0.0,0
7400,CUST108112,0.0,0
10905,CUST111937,0.0,0
8642,CUST109459,0.0,0
8247,CUST109034,0.0,0
731,CUST100807,0.0,0
14842,CUST116199,0.0,0
4568,CUST104988,0.0,0
12548,CUST113707,0.0,0
10467,CUST111468,0.0,0
7679,CUST108423,0.0,0
10868,CUST111898,0.0,0
10939,CUST111976,0.0,0
7693,CUST108437,0.0,0
9108,CUST109974,0.0,0
4290,CUST104683,0.0,0
4316,CUST104709,0.0,0
15740,CUST117183,0.0,0
9719,CUST110637,0.0,0
1372,CUST101503,0.0,0
4226,CUST104618,0.0,0
3431,CUST103743,0.0,0
4719,CUST105157,1.0,0
9646,CUST110556,0.0,0
307,CUST100335,0.0,0
1733,CUST101897,0.0,0
3964,CUST104330,0.0,0
14694,CUST116044,0.0,0
2487,CUST102724,0.0,0
15409,CUST116818,0.0,0
14604,CUST115951,0.0,0
18204,CUST119877,0.0,0
10722,CUST111740,0.0,0
2230,CUST102439,0.0,0
2524,CUST102762,0.0,0
822,CUST100902,0.0,0
10018,CUST110963,0.0,0
11136,CUST112187,0.0,0
2996,CUST103275,0.0,0
14824,CUST116181,0.0,0
13727,CUST114996,0.0,0
1203,CUST101307,0.0,0
8471,CUST109272,0.0,0
